country_short;website;fax_stg;group;name;twitter;url;country;image;email;group_short;facebook;party;id;fax_bxl;score
gb;;33388179193;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Neena GILL;neenaformep;http://www.europarl.europa.eu/meps/en/4533/NEENA_GILL_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/4533.jpg;neena.gill@europarl.europa.eu;sd;;Labour Party;4533;3222849193;0.3
ro;;33388179679;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Victor NEGRESCU;negrescuvictor;http://www.europarl.europa.eu/meps/en/88882/VICTOR_NEGRESCU_home.html;Romania;http://www.europarl.europa.eu/mepphoto/88882.jpg;victor.negrescu@europarl.europa.eu;sd;;Partidul Social Democrat;88882;3222849679;0.3
it;http://www.nicolacaputo.eu/;33388179763;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Nicola CAPUTO;NicolaCaputo;http://www.europarl.europa.eu/meps/en/124851/NICOLA_CAPUTO_home.html;Italy;http://www.europarl.europa.eu/mepphoto/124851.jpg;nicola.caputo@europarl.europa.eu;sd;;Partito Democratico;124851;3222849763;0.3
fr;;33388179848;Non-attached Members;Nicolas BAY;nicolasbayfn;http://www.europarl.europa.eu/meps/en/124760/NICOLAS_BAY_home.html;France;http://www.europarl.europa.eu/mepphoto/124760.jpg;nicolas.bay@europarl.europa.eu;ni;;Front national;124760;3222849848;0.1
hu;;33388179468;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Péter NIEDERMÜLLER;Niedemueller;http://www.europarl.europa.eu/meps/en/124723/PETER_NIEDERMULLER_home.html;Hungary;http://www.europarl.europa.eu/mepphoto/124723.jpg;peter.niedermueller@europarl.europa.eu;sd;;Demokratikus Koalíció;124723;3222849468;0.3
gb;;33388179855;Europe of Freedom and Direct Democracy Group;Nigel FARAGE;nigel_farage;http://www.europarl.europa.eu/meps/en/4525/NIGEL_FARAGE_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/4525.jpg;nigel.farage@europarl.europa.eu;efd;http://www.facebook.com/pages/Nigel-Farage-MEP/133737666673845;United Kingdom Independence Party;4525;3222849855;0.1
fi;;33388179585;Group of the Alliance of Liberals and Democrats for Europe;Nils TORVALDS;NilsTorvalds;http://www.europarl.europa.eu/meps/en/114268/NILS_TORVALDS_home.html;Finland;http://www.europarl.europa.eu/mepphoto/114268.jpg;nils.torvalds@europarl.europa.eu;aldeadle;;Svenska folkpartiet;114268;3222849585;0.3
gb;http://www.nirjdeva.com;33388179245;European Conservatives and Reformists Group;Nirj DEVA;NirjDeva;http://www.europarl.europa.eu/meps/en/4556/NIRJ_DEVA_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/4556.jpg;nirj.deva@europarl.europa.eu;ecr;http://www.facebook.com/profile.php?id=731885463;Conservative Party;4556;3222849245;0.1
gr;http://notismarias.blogspot.gr/;33388179151;European Conservatives and Reformists Group;Notis MARIAS;Notis_Marias;http://www.europarl.europa.eu/meps/en/125069/NOTIS_MARIAS_home.html;Greece;http://www.europarl.europa.eu/mepphoto/125069.jpg;notis.marias@europarl.europa.eu;ecr;;Independent;125069;3222849151;0.1
pt;http://www.nunomelo.eu/;33388179240;Group of the European People's Party (Christian Democrats);Nuno MELO;NunoMeloCDS;http://www.europarl.europa.eu/meps/en/96978/NUNO_MELO_home.html;Portugal;http://www.europarl.europa.eu/mepphoto/96978.jpg;nuno.melo@europarl.europa.eu;epp;https://www.facebook.com/pages/Nuno-Melo/204951230547;Partido Popular;96978;3222849240;0.8
gb;;33388179337;Europe of Freedom and Direct Democracy Group;Patrick O'FLYNN;oflynnmep;http://www.europarl.europa.eu/meps/en/124940/PATRICK_O%27FLYNN_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/124940.jpg;patrick.oflynn@europarl.europa.eu;efd;;United Kingdom Independence Party;124940;3222849337;0.1
nl;;33388179314;Non-attached Members;Olaf STUGER;OlafStuger;http://www.europarl.europa.eu/meps/en/125028/OLAF_STUGER_home.html;Netherlands;http://www.europarl.europa.eu/mepphoto/125028.jpg;olaf.stuger@europarl.europa.eu;ni;;Partij voor de Vrijheid;125028;3222849314;0.1
dk;http://www.oleeu.dk;33388179464;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Ole CHRISTENSEN;OleEU;http://www.europarl.europa.eu/meps/en/28154/OLE_CHRISTENSEN_home.html;Denmark;http://www.europarl.europa.eu/mepphoto/28154.jpg;ole.christensen@europarl.europa.eu;sd;;Socialdemokratiet;28154;3222849464;0.3
cz;http://www.sehnalova.cz;33388179417;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Olga SEHNALOVÁ;OlgaSehnalova;http://www.europarl.europa.eu/meps/en/96718/OLGA_SEHNALOVA_home.html;Czech Republic;http://www.europarl.europa.eu/mepphoto/96718.jpg;olga.sehnalova@europarl.europa.eu;sd;;_eská strana sociáln_ demokratická;96718;3222849417;0.3
se;http://www.sap.se/olle;33388179442;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Olle LUDVIGSSON;olleludvigsson;http://www.europarl.europa.eu/meps/en/96673/OLLE_LUDVIGSSON_home.html;Sweden;http://www.europarl.europa.eu/mepphoto/96673.jpg;olle.ludvigsson@europarl.europa.eu;sd;https://www.facebook.com/olle.ludvigsson;Arbetarepartiet- Socialdemokraterna;96673;3222849442;0.3
fi;;33388179361;Group of the Alliance of Liberals and Democrats for Europe;Olli REHN;ollirehn;http://www.europarl.europa.eu/meps/en/2119/OLLI_REHN_home.html;Finland;http://www.europarl.europa.eu/mepphoto/2119.jpg;olli.rehn@europarl.europa.eu;aldeadle;;Suomen Keskusta;2119;3222849361;0.3
at;http://www.othmar-karas.at/de/index.php;33388179627;Group of the European People's Party (Christian Democrats);Othmar KARAS;othmar_karas;http://www.europarl.europa.eu/meps/en/4246/OTHMAR_KARAS_home.html;Austria;http://www.europarl.europa.eu/mepphoto/4246.jpg;othmar.karas@europarl.europa.eu;epp;https://www.facebook.com/othmar.karas;Österreichische Volkspartei;4246;3222849627;0.8
es;;33388179281;Confederal Group of the European United Left - Nordic Green Left;Pablo IGLESIAS;Pablo_Iglesias_;http://www.europarl.europa.eu/meps/en/125031/PABLO_IGLESIAS_home.html;Spain;http://www.europarl.europa.eu/mepphoto/125031.jpg;pablo.iglesias@europarl.europa.eu;guengl;;PODEMOS;125031;3222849281;0.2
es;http://www.pablozalba.com/;33388179307;Group of the European People's Party (Christian Democrats);Pablo ZALBA BIDEGAIN;PabloZalba;http://www.europarl.europa.eu/meps/en/96763/PABLO_ZALBA+BIDEGAIN_home.html;Spain;http://www.europarl.europa.eu/mepphoto/96763.jpg;pablo.zalbabidegain@europarl.europa.eu;epp;https://www.facebook.com/pages/Pablo-Zalba-Bidegain/475255689209149;Partido Popular;96763;3222849307;0.8
lv;http://www.artispabriks.lv/;33388179810;Group of the European People's Party (Christian Democrats);Artis PABRIKS;Pabriks;http://www.europarl.europa.eu/meps/en/124743/ARTIS_PABRIKS_home.html;Latvia;http://www.europarl.europa.eu/mepphoto/124743.jpg;artis.pabriks@europarl.europa.eu;epp;https://www.facebook.com/pages/Artis-Pabriks/126053140771837?fref=ts;"Partija ""VIENOT_BA""";124743;3222849810;0.8
es;;33388179495;Confederal Group of the European United Left - Nordic Green Left;Paloma LÓPEZ BERMEJO;palomalopezB;http://www.europarl.europa.eu/meps/en/125047/PALOMA_LOPEZ+BERMEJO_home.html;Spain;http://www.europarl.europa.eu/mepphoto/125047.jpg;paloma.lopez@europarl.europa.eu;guengl;;Izquierda Unida;125047;3222849495;0.2
it;http://www.paolodecastro.it;33388179520;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Paolo DE CASTRO;paolodecastro;http://www.europarl.europa.eu/meps/en/96891/PAOLO_DE+CASTRO_home.html;Italy;http://www.europarl.europa.eu/mepphoto/96891.jpg;paolo.decastro@europarl.europa.eu;sd;https://www.facebook.com/pages/Paolo-De-Castro/17267586854;Partito Democratico;96891;3222849520;0.3
gr;http://www.papadimoulis.gr;33388179399;Confederal Group of the European United Left - Nordic Green Left;Dimitrios PAPADIMOULIS;papadimoulis;http://www.europarl.europa.eu/meps/en/28586/DIMITRIOS_PAPADIMOULIS_home.html;Greece;http://www.europarl.europa.eu/mepphoto/28586.jpg;dimitrios.papadimoulis@europarl.europa.eu;guengl;;Coalition of the Radical Left;28586;3222849399;0.2
be;http://www.pascal-arimont.eu/;33388179778;Group of the European People's Party (Christian Democrats);Pascal ARIMONT;pascalarimont;http://www.europarl.europa.eu/meps/en/24922/PASCAL_ARIMONT_home.html;Belgium;http://www.europarl.europa.eu/mepphoto/24922.jpg;pascal.arimont@europarl.europa.eu;epp;https://www.facebook.com/pascal.arimont.1;Christlich Soziale Partei;24922;3222849778;0.8
it;http://www.forzaitalia.it;33388179418;Group of the European People's Party (Christian Democrats);Aldo PATRICIELLO;PatricielloAldo;http://www.europarl.europa.eu/meps/en/36392/ALDO_PATRICIELLO_home.html;Italy;http://www.europarl.europa.eu/mepphoto/36392.jpg;aldo.patriciello@europarl.europa.eu;epp;https://www.facebook.com/AldoPatriciello;Forza Italia;36392;3222849418;0.8
si;;33388179470;Group of the European People's Party (Christian Democrats);Patricija _ULIN;PatricijaSulin;http://www.europarl.europa.eu/meps/en/125103/PATRICIJA_SULIN_home.html;Slovenia;http://www.europarl.europa.eu/mepphoto/125103.jpg;patricija.sulin@europarl.europa.eu;epp;https://www.facebook.com/pages/Patricija-%C5%A0ulin/269023206471943?ref=br_tf;Slovenska demokratska stranka;125103;3222849470;0.8
fr;http://patricklehyaric.net/;33388179656;Confederal Group of the European United Left - Nordic Green Left;Patrick LE HYARIC;PatrickLeHyaric;http://www.europarl.europa.eu/meps/en/96735/PATRICK_LE+HYARIC_home.html;France;http://www.europarl.europa.eu/mepphoto/96735.jpg;patrick.lehyaric@europarl.europa.eu;guengl;https://www.facebook.com/home.php#!/pages/Patrick-Le-Hyaric-directeur-de-lHumanit%C3%A9-et-D%C3%A9put%C3%A9-au-Parlement-europ%C3%A9en/123198211079025;Front de Gauche;96735;3222849656;0.2
gb;;33388179795;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Paul BRANNEN;PaulBrannenNE;http://www.europarl.europa.eu/meps/en/124954/PAUL_BRANNEN_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/124954.jpg;paul.brannen@europarl.europa.eu;sd;;Labour Party;124954;3222849795;0.3
gb;http://www.paulnuttallmep.com/;33388179740;Europe of Freedom and Direct Democracy Group;Paul NUTTALL;PaulNuttallMEP;http://www.europarl.europa.eu/meps/en/96805/PAUL_NUTTALL_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/96805.jpg;paul.nuttall@europarl.europa.eu;efd;https://www.facebook.com/pages/Paul-Nuttall/77564125398;United Kingdom Independence Party;96805;3222849740;0.1
at;http://www.paulruebig.eu/;33388179749;Group of the European People's Party (Christian Democrats);Paul RÜBIG;paulruebig;http://www.europarl.europa.eu/meps/en/2278/PAUL_RUBIG_home.html;Austria;http://www.europarl.europa.eu/mepphoto/2278.jpg;paul.ruebig@europarl.europa.eu;epp;http://www.facebook.com/pages/Paul-R%C3%BCbig/53553538156;Österreichische Volkspartei;2278;3222849749;0.8
nl;;33388179626;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Paul TANG;paultang;http://www.europarl.europa.eu/meps/en/125020/PAUL_TANG_home.html;Netherlands;http://www.europarl.europa.eu/mepphoto/125020.jpg;paul.tang@europarl.europa.eu;sd;;Partij van de Arbeid;125020;3222849626;0.3
cz;;33388179411;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Pavel POC;pavelpoc;http://www.europarl.europa.eu/meps/en/96715/PAVEL_POC_home.html;Czech Republic;http://www.europarl.europa.eu/mepphoto/96715.jpg;pavel.poc@europarl.europa.eu;sd;https://www.facebook.com/pages/Pavel-Poc-Team/202974613060409;_eská strana sociáln_ demokratická;96715;3222849411;0.3
fr;http://www.pervenche-beres.fr;33388179777;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Pervenche BERÈS;PervencheBeres;http://www.europarl.europa.eu/meps/en/1985/PERVENCHE_BERES_home.html;France;http://www.europarl.europa.eu/mepphoto/1985.jpg;pervenche.beres@europarl.europa.eu;sd;;Parti socialiste;1985;3222849777;0.3
de;http://www.peter-liese.de/;33388179981;Group of the European People's Party (Christian Democrats);Peter LIESE;peterliese;http://www.europarl.europa.eu/meps/en/1927/PETER_LIESE_home.html;Germany;http://www.europarl.europa.eu/mepphoto/1927.jpg;peter.liese@europarl.europa.eu;epp;https://www.facebook.com/peter.liese;Christlich Demokratische Union Deutschlands;1927;3222849981;0.8
de;;33388179558;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Peter SIMON;PeterSimonMEP;http://www.europarl.europa.eu/meps/en/96836/PETER_SIMON_home.html;Germany;http://www.europarl.europa.eu/mepphoto/96836.jpg;peter.simon@europarl.europa.eu;sd;http://www.facebook.com/pages/Peter-Simon/69078343764;Sozialdemokratische Partei Deutschlands;96836;3222849558;0.3
nl;http://www.petervandalen.eu;33388179719;European Conservatives and Reformists Group;Peter van DALEN;petervdalen;http://www.europarl.europa.eu/meps/en/96809/PETER_VAN+DALEN_home.html;Netherlands;http://www.europarl.europa.eu/mepphoto/96809.jpg;peter.vandalen@europarl.europa.eu;ecr;https://www.facebook.com/#!/profile.php?id=100001635525936;ChristenUnie;96809;3222849719;0.1
lt;http://www.petras.lt;33388179611;Group of the Alliance of Liberals and Democrats for Europe;Petras AU_TREVI_IUS;petras_petras;http://www.europarl.europa.eu/meps/en/124766/PETRAS_AUSTREVICIUS_home.html;Lithuania;http://www.europarl.europa.eu/mepphoto/124766.jpg;petras.austrevicius@europarl.europa.eu;aldeadle;;Lietuvos Respublikos liberal_ s_j_dis;124766;3222849611;0.3
fi;http://www.petrisarvamaa.eu/;33388179647;Group of the European People's Party (Christian Democrats);Petri SARVAMAA;petrisarvamaa;http://www.europarl.europa.eu/meps/en/112611/PETRI_SARVAMAA_home.html;Finland;http://www.europarl.europa.eu/mepphoto/112611.jpg;petri.sarvamaa@europarl.europa.eu;epp;https://www.facebook.com/sarvamaa.petri;Kansallinen Kokoomus;112611;3222849647;0.8
be;http://www.philippelamberts.eu/;33388179388;Group of the Greens/European Free Alliance;Philippe LAMBERTS;PH_lamberts;http://www.europarl.europa.eu/meps/en/96648/PHILIPPE_LAMBERTS_home.html;Belgium;http://www.europarl.europa.eu/mepphoto/96648.jpg;philippe.lamberts@europarl.europa.eu;greensefa;;Ecologistes Confédérés pour l'Organisation de Luttes Originales;96648;3222849388;0.1
fr;http://www.philippejuvin.fr/;33388179199;Group of the European People's Party (Christian Democrats);Philippe JUVIN;philippejuvin;http://www.europarl.europa.eu/meps/en/96884/PHILIPPE_JUVIN_home.html;France;http://www.europarl.europa.eu/mepphoto/96884.jpg;philippe.juvin@europarl.europa.eu;epp;https://www.facebook.com/philippe.juvin;Union pour un Mouvement Populaire;96884;3222849199;0.8
it;http://www.piernicolapedicini.it/;33388179382;Europe of Freedom and Direct Democracy Group;Piernicola PEDICINI;PiernicolaM5S;http://www.europarl.europa.eu/meps/en/124844/PIERNICOLA_PEDICINI_home.html;Italy;http://www.europarl.europa.eu/mepphoto/124844.jpg;piernicola.pedicini@europarl.europa.eu;efd;;Movimento 5 Stelle;124844;3222849382;0.1
it;http://www.pinapicierno.it/site/;33388179229;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Pina PICIERNO;pinapic;http://www.europarl.europa.eu/meps/en/124846/PINA_PICIERNO_home.html;Italy;http://www.europarl.europa.eu/mepphoto/124846.jpg;giuseppina.picierno@europarl.europa.eu;sd;;Partito Democratico;124846;3222849229;0.3
es;;33388179202;Confederal Group of the European United Left - Nordic Green Left;Pablo ECHENIQUE;pnique;http://www.europarl.europa.eu/meps/en/125036/PABLO_ECHENIQUE_home.html;Spain;http://www.europarl.europa.eu/mepphoto/125036.jpg;pablo.echeniquerobba@europarl.europa.eu;guengl;;PODEMOS;125036;3222849202;0.2
cz;http://www.top09.cz/volby/archiv/2014-evropsky-parlament/kandidati/2-judr-jiri-pospisil-15123.html;33388179586;Group of the European People's Party (Christian Democrats);Ji_í POSPÍ_IL;Pospisil_Jiri;http://www.europarl.europa.eu/meps/en/125706/JIRI_POSPISIL_home.html;Czech Republic;http://www.europarl.europa.eu/mepphoto/125706.jpg;jiri.pospisil@europarl.europa.eu;epp;https://www.facebook.com/judr.jiri.pospisil;TOP 09 a Starostové;125706;3222849586;0.8
pl;http://www.ryszardczarnecki.pl;33388179441;European Conservatives and Reformists Group;Ryszard CZARNECKI;r_czarnecki;http://www.europarl.europa.eu/meps/en/28372/RYSZARD_CZARNECKI_home.html;Poland;http://www.europarl.europa.eu/mepphoto/28372.jpg;ryszard.czarnecki@europarl.europa.eu;ecr;;Prawo i Sprawiedliwo__;28372;3222849441;0.1
it;http://raffaelefitto.it/;33388179812;Group of the European People's Party (Christian Democrats);Raffaele FITTO;raffaelefitto;http://www.europarl.europa.eu/meps/en/4465/RAFFAELE_FITTO_home.html;Italy;http://www.europarl.europa.eu/mepphoto/4465.jpg;raffaele.fitto@europarl.europa.eu;epp;https://www.facebook.com/pages/RAFFAELE-FITTO/34987266938;Forza Italia;4465;3222849812;0.8
pl;http://kozlowskarajewicz.natemat.pl/;33388179420;Group of the European People's Party (Christian Democrats);Agnieszka KOZ_OWSKA-RAJEWICZ;RajewiczBlog;http://www.europarl.europa.eu/meps/en/124889/AGNIESZKA_KOZLOWSKA-RAJEWICZ_home.html;Poland;http://www.europarl.europa.eu/mepphoto/124889.jpg;agnieszka.kozlowska-rajewicz@europarl.europa.eu;epp;https://www.facebook.com/A.KozlowskaRajewicz;Platforma Obywatelska;124889;3222849420;0.8
es;http://www.tremosa.cat;33388179580;Group of the Alliance of Liberals and Democrats for Europe;Ramon TREMOSA i BALCELLS;ramontremosa;http://www.europarl.europa.eu/meps/en/97203/RAMON_TREMOSA+I+BALCELLS_home.html;Spain;http://www.europarl.europa.eu/mepphoto/97203.jpg;ramon.tremosa@europarl.europa.eu;aldeadle;https://www.facebook.com/tremosa?fref=ts;Convergència Democràtica de Catalunya;97203;3222849580;0.3
gb;;33388179594;Europe of Freedom and Direct Democracy Group;Raymond FINCH;raymondfinch;http://www.europarl.europa.eu/meps/en/124941/RAYMOND_FINCH_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/124941.jpg;raymond.finch@europarl.europa.eu;efd;;United Kingdom Independence Party;124941;3222849594;0.1
de;http://www.rebecca-harms.de;33388179695;Group of the Greens/European Free Alliance;Rebecca HARMS;RebHarms;http://www.europarl.europa.eu/meps/en/28233/REBECCA_HARMS_home.html;Germany;http://www.europarl.europa.eu/mepphoto/28233.jpg;rebecca.harms@europarl.europa.eu;greensefa;;Bündnis 90/Die Grünen;28233;3222849695;0.1
de;http://www.reimerboege.de;33388179326;Group of the European People's Party (Christian Democrats);Reimer BÖGE;reimerboege;http://www.europarl.europa.eu/meps/en/1037/REIMER_BOGE_home.html;Germany;http://www.europarl.europa.eu/mepphoto/1037.jpg;reimer.boege@europarl.europa.eu;epp;https://www.facebook.com/reimer.boege;Christlich Demokratische Union Deutschlands;1037;3222849326;0.8
it;;33388179634;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Renata BRIANO;Renata_Briano;http://www.europarl.europa.eu/meps/en/124787/RENATA_BRIANO_home.html;Italy;http://www.europarl.europa.eu/mepphoto/124787.jpg;renata.briano@europarl.europa.eu;sd;;Partito Democratico;124787;3222849634;0.3
ro;http://www.renateweber.eu/;33388179849;Group of the Alliance of Liberals and Democrats for Europe;Renate WEBER;renateweber;http://www.europarl.europa.eu/meps/en/39713/RENATE_WEBER_home.html;Romania;http://www.europarl.europa.eu/mepphoto/39713.jpg;renate.weber@europarl.europa.eu;aldeadle;http://www.facebook.com/renate.weber.mep;Partidul Na_ional Liberal;39713;3222849849;0.3
it;;33388179351;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Renato SORU;renatosoru;http://www.europarl.europa.eu/meps/en/124860/RENATO_SORU_home.html;Italy;http://www.europarl.europa.eu/mepphoto/124860.jpg;renato.soru@europarl.europa.eu;sd;;Partito Democratico;124860;3222849351;0.3
fr;;33388179516;Group of the European People's Party (Christian Democrats);Renaud MUSELIER;RenaudMuselier;http://www.europarl.europa.eu/meps/en/124729/RENAUD_MUSELIER_home.html;France;http://www.europarl.europa.eu/mepphoto/124729.jpg;renaud.muselier@europarl.europa.eu;epp;;Union pour un Mouvement Populaire;124729;3222849516;0.8
gb;;33388179309;European Conservatives and Reformists Group;Richard ASHWORTH;RichardAshMEP;http://www.europarl.europa.eu/meps/en/28132/RICHARD_ASHWORTH_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/28132.jpg;richard.ashworth@europarl.europa.eu;ecr;;Conservative Party;28132;3222849309;0.1
gb;http://www.richardcorbett.org.uk;33388179484;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Richard CORBETT;richardcorbett;http://www.europarl.europa.eu/meps/en/2309/RICHARD_CORBETT_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/2309.jpg;richard.corbett@europarl.europa.eu;sd;;Labour Party;2309;3222849484;0.3
gb;http://www.richardhowittmep.com;33388179477;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Richard HOWITT;richardhowitt;http://www.europarl.europa.eu/meps/en/2073/RICHARD_HOWITT_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/2073.jpg;richard.howitt@europarl.europa.eu;sd;http://www.facebook.com/richardhowittmep;Labour Party;2073;3222849477;0.3
dk;http://www.folkebevaegelsen.dk/rina-ronja;33388179152;Confederal Group of the European United Left - Nordic Green Left;Rina Ronja KARI;rinakari;http://www.europarl.europa.eu/meps/en/122885/RINA+RONJA_KARI_home.html;Denmark;http://www.europarl.europa.eu/mepphoto/122885.jpg;rinaronja.kari@europarl.europa.eu;guengl;;Folkebevægelsen mod EU;122885;3222849152;0.2
mt;http://robertametsola.eu/;33388179686;Group of the European People's Party (Christian Democrats);Roberta METSOLA;RobertaMetsola;http://www.europarl.europa.eu/meps/en/118859/ROBERTA_METSOLA_home.html;Malta;http://www.europarl.europa.eu/mepphoto/118859.jpg;roberta.metsola@europarl.europa.eu;epp;https://www.facebook.com/roberta.metsola;Partit Nazzjonalista;118859;3222849686;0.8
fr;;33388179830;Group of the Alliance of Liberals and Democrats for Europe;Robert ROCHEFORT;robertrochefort;http://www.europarl.europa.eu/meps/en/97022/ROBERT_ROCHEFORT_home.html;France;http://www.europarl.europa.eu/mepphoto/97022.jpg;robert.rochefort@europarl.europa.eu;aldeadle;http://www.facebook.com/pages/Robert-Rochefort/69960908292;Mouvement Démocrate;97022;3222849830;0.3
lv;http://www.robertszile.lv;33388179224;European Conservatives and Reformists Group;Roberts Z_LE;robertszile;http://www.europarl.europa.eu/meps/en/28615/ROBERTS_ZILE_home.html;Latvia;http://www.europarl.europa.eu/mepphoto/28615.jpg;roberts.zile@europarl.europa.eu;ecr;;"Nacion_l_ apvien_ba ""Visu Latvijai!""-""T_vzemei un Br_v_bai/LNNK""";28615;3222849224;0.1
es;;33388179467;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Inmaculada RODRÍGUEZ-PIÑERO FERNÁNDEZ;RodriguezPinero;http://www.europarl.europa.eu/meps/en/125043/INMACULADA_RODRIGUEZ-PINERO+FERNANDEZ_home.html;Spain;http://www.europarl.europa.eu/mepphoto/125043.jpg;inma.rodriguezpinero@europarl.europa.eu;sd;;Partido Socialista Obrero Español;125043;3222849467;0.3
gb;http://www.rogerhelmer.com;33388179764;Europe of Freedom and Direct Democracy Group;Roger HELMER;RogerHelmerMEP;http://www.europarl.europa.eu/meps/en/4516/ROGER_HELMER_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/4516.jpg;roger.helmer@europarl.europa.eu;efd;http://www.facebook.com/roger.helmer.1;United Kingdom Independence Party;4516;3222849764;0.1
dk;http://www.jensrohde.eu;33388179569;Group of the Alliance of Liberals and Democrats for Europe;Jens ROHDE;rohde_jens;http://www.europarl.europa.eu/meps/en/96710/JENS_ROHDE_home.html;Denmark;http://www.europarl.europa.eu/mepphoto/96710.jpg;jens.rohde@europarl.europa.eu;aldeadle;https://www.facebook.com/jensrohdedk;Venstre, Danmarks Liberale Parti;96710;3222849569;0.3
lt;http://www.tvarka.lt;33388179671;Europe of Freedom and Direct Democracy Group;Rolandas PAKSAS;RolandasPaksas;http://www.europarl.europa.eu/meps/en/96694/ROLANDAS_PAKSAS_home.html;Lithuania;http://www.europarl.europa.eu/mepphoto/96694.jpg;rolandas.paksas@europarl.europa.eu;efd;;Partija Tvarka ir teisingumas;96694;3222849671;0.1
si;;33388179665;Group of the European People's Party (Christian Democrats);Romana TOMC;RomanaTomc;http://www.europarl.europa.eu/meps/en/125104/ROMANA_TOMC_home.html;Slovenia;http://www.europarl.europa.eu/mepphoto/125104.jpg;romana.tomc@europarl.europa.eu;epp;https://www.facebook.com/romana.tomc;Slovenska demokratska stranka;125104;3222849665;0.8
it;;33388179593;Europe of Freedom and Direct Democracy Group;Rosa D'AMATO;RosaD_Amato;http://www.europarl.europa.eu/meps/en/124835/ROSA_D%27AMATO_home.html;Italy;http://www.europarl.europa.eu/mepphoto/124835.jpg;rosa.damato@europarl.europa.eu;efd;;Movimento 5 Stelle;124835;3222849593;0.1
pl;http://www.rozathun.pl;33388179301;Group of the European People's Party (Christian Democrats);Ró_a Gräfin von THUN UND HOHENSTEIN;rozathun;http://www.europarl.europa.eu/meps/en/96776/ROZA+GRAFIN+VON_THUN+UND+HOHENSTEIN_home.html;Poland;http://www.europarl.europa.eu/mepphoto/96776.jpg;roza.thun@europarl.europa.eu;epp;https://www.facebook.com/rozathun;Platforma Obywatelska;96776;3222849301;0.8
hr;;33388179636;European Conservatives and Reformists Group;Ru_a TOMA_I_;RuzaTomasic;http://www.europarl.europa.eu/meps/en/119431/RUZA_TOMASIC_home.html;Croatia;http://www.europarl.europa.eu/mepphoto/119431.jpg;ruza.tomasic@europarl.europa.eu;ecr;;Hrvatska konzervativna stranka;119431;3222849636;0.1
de;http://www.sabine-verheyen.de/;33388179299;Group of the European People's Party (Christian Democrats);Sabine VERHEYEN;sabineverheyen;http://www.europarl.europa.eu/meps/en/96756/SABINE_VERHEYEN_home.html;Germany;http://www.europarl.europa.eu/mepphoto/96756.jpg;sabine.verheyen@europarl.europa.eu;epp;https://de-de.facebook.com/mdep.ac;Christlich Demokratische Union Deutschlands;96756;3222849299;0.8
gb;http://www.sajjadkarim.eu;33388179640;European Conservatives and Reformists Group;Sajjad KARIM;SajjadKarimMEP;http://www.europarl.europa.eu/meps/en/28481/SAJJAD_KARIM_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/28481.jpg;sajjad.karim@europarl.europa.eu;ecr;http://www.facebook.com/pages/Sajjad-Karim/107974729224044#!/profile.php?id=646026928;Conservative Party;28481;3222849640;0.1
it;http://www.salvatorecicu.it/;33388179675;Group of the European People's Party (Christian Democrats);Salvatore CICU;SalvoCicu;http://www.europarl.europa.eu/meps/en/124854/SALVATORE_CICU_home.html;Italy;http://www.europarl.europa.eu/mepphoto/124854.jpg;salvatore.cicu@europarl.europa.eu;epp;https://www.facebook.com/cicu.salvatore;Forza Italia;124854;3222849675;0.8
it;;33388179188;Group of the European People's Party (Christian Democrats);Salvatore Domenico POGLIESE;SalvoPogliese;http://www.europarl.europa.eu/meps/en/124853/SALVATORE+DOMENICO_POGLIESE_home.html;Italy;http://www.europarl.europa.eu/mepphoto/124853.jpg;salvatoredomenico.pogliese@europarl.europa.eu;epp;;Forza Italia;124853;3222849188;0.8
